Version,Protocol,TTL,SrcAddress,DestAddress,SrcPort,DestPort,SeqNum,AckNum,Flag,DataSize,Service,Label
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781011508,1856855387,SYN-ACK,0,HTTPS,1
4,6,229,34.215.209.228,10.19.0.35,443,36674,2683269580,686503037,SYN-ACK,0,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781011509,1856855904,ACK,0,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781011509,1856855904,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781012822,1856855904,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781014135,1856855904,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781015448,1856855904,PSH-ACK,40,HTTPS,1
4,6,228,34.214.44.170,10.19.0.35,443,55252,2846631294,3922597499,SYN-ACK,0,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781015488,1856855968,ACK,0,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781015488,1856856337,ACK,0,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781015488,1856856337,PSH-ACK,999,HTTPS,1
4,6,229,34.215.209.228,10.19.0.35,443,36674,2683269581,686503554,ACK,0,HTTPS,1
4,6,229,34.215.209.228,10.19.0.35,443,36674,2683269581,686503554,ACK,1288,HTTPS,1
4,6,229,34.215.209.228,10.19.0.35,443,36674,2683270869,686503554,ACK,1288,HTTPS,1
4,6,229,34.215.209.228,10.19.0.35,443,36674,2683272157,686503554,PSH-ACK,816,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781016487,1856856743,ACK,0,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781016487,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781017800,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781019113,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781020426,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781021739,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781023052,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781024365,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781025678,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781028304,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781029617,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781030930,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781032243,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781033556,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781034869,1856856743,ACK,1313,HTTPS,1
4,6,228,34.214.44.170,10.19.0.35,443,55252,2846631295,3922598016,ACK,0,HTTPS,1
4,6,228,34.214.44.170,10.19.0.35,443,55252,2846631295,3922598016,ACK,1288,HTTPS,1
4,6,228,34.214.44.170,10.19.0.35,443,55252,2846632583,3922598016,ACK,1288,HTTPS,1
4,6,228,34.214.44.170,10.19.0.35,443,55252,2846633871,3922598016,PSH-ACK,823,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781037495,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781040121,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781041434,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781042747,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781044060,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781045373,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781046686,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781047999,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781049312,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781050625,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781051938,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781053251,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781054564,1856856743,PSH-ACK,1313,HTTPS,1
4,6,229,34.215.209.228,10.19.0.35,443,36674,2683272973,686503680,PSH-ACK,51,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781055877,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781057190,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781061129,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781062442,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781063755,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781066381,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781067694,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781071633,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781036182,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781038808,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781075572,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781076885,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781078198,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781079511,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781080824,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781082137,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781083450,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781084763,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781086076,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781087389,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781088702,1856856743,ACK,1313,HTTPS,1
4,6,228,34.214.44.170,10.19.0.35,443,55252,2846634694,3922598142,PSH-ACK,51,HTTPS,1
4,6,57,117.18.237.29,10.19.0.35,80,36406,1859255784,1217860345,SYN-ACK,0,HTTP,1
4,6,57,117.18.237.29,10.19.0.35,80,36408,3719470059,3873691451,SYN-ACK,0,HTTP,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781065068,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781070320,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781072946,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781074259,1856856743,ACK,1313,HTTPS,1
4,6,227,34.215.209.228,10.19.0.35,443,36680,3868499374,2687333008,SYN-ACK,0,HTTPS,1
4,6,57,117.18.237.29,10.19.0.35,80,36406,1859255785,1217860724,ACK,0,HTTP,1
4,6,57,117.18.237.29,10.19.0.35,80,36406,1859255785,1217860724,PSH-ACK,799,HTTP,1
4,6,57,117.18.237.29,10.19.0.35,80,36408,3719470060,3873691830,ACK,0,HTTP,1
4,6,57,117.18.237.29,10.19.0.35,80,36408,3719470060,3873691830,PSH-ACK,799,HTTP,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781058503,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781059816,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781026991,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781069007,1856856743,ACK,1313,HTTPS,1
4,6,226,34.214.44.170,10.19.0.35,443,55258,4205676972,3436222123,SYN-ACK,0,HTTPS,1
4,6,36,3.120.156.170,10.19.0.35,443,42842,2886027670,3940406638,SYN-ACK,0,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781090015,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781091328,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781092641,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781093954,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781095267,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781096580,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781097893,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781099206,1856856743,PSH-ACK,1313,HTTPS,1
4,6,227,34.215.209.228,10.19.0.35,443,36680,3868499375,2687333525,ACK,0,HTTPS,1
4,6,227,34.215.209.228,10.19.0.35,443,36680,3868500663,2687333525,ACK,1288,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781100519,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781101832,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781103145,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781104458,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781105771,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781107084,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781108397,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781109710,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781111023,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781113649,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781116275,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781118901,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781122840,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781125466,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781129405,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781130718,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781134657,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781135970,1856856743,PSH-ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781137283,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781138596,1856856743,PSH-ACK,1313,HTTPS,1
4,6,36,3.120.156.170,10.19.0.35,443,42846,1512424248,1292695961,SYN-ACK,0,HTTPS,1
4,6,57,117.18.237.29,10.19.0.35,80,36404,2828919838,3814445051,SYN-ACK,0,HTTP,1
4,6,226,34.214.44.170,10.19.0.35,443,55258,4205676973,3436222640,ACK,0,HTTPS,1
4,6,226,34.214.44.170,10.19.0.35,443,55258,4205676973,3436222640,ACK,1288,HTTPS,1
4,6,226,34.214.44.170,10.19.0.35,443,55258,4205678261,3436222640,ACK,1288,HTTPS,1
4,6,226,34.214.44.170,10.19.0.35,443,55258,4205679549,3436222640,PSH-ACK,823,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781141222,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781142535,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781143848,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781145161,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781146474,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781147787,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781112336,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781114962,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781117588,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781120214,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781121527,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781124153,1856856743,ACK,1313,HTTPS,1
4,6,36,3.120.156.170,10.19.0.35,443,42842,2886027671,3940407155,ACK,0,HTTPS,1
4,6,36,3.120.156.170,10.19.0.35,443,42842,2886031767,3940407155,PSH-ACK,463,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781126779,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781128092,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781132031,1856856743,ACK,1313,HTTPS,1
4,6,236,143.204.73.4,10.19.0.35,443,38334,2781133344,1856856743,ACK,1313,HTTPS,1
